ISO,COUNTRY,2019INDEP,2020INDEP,2019ELECT,2020ELECT,2019AUSCORR,2020AUSCORR,2019PAR,2020PAR,2019IDH,2020IDH,PERCOR_2020.y.x,PERCOR_2019.y.x,2019LEG,2020LEG,DES2019,DES2020,COUNTRY.x.y,PERCOR_2020.y.y,PERCOR_2019.y.y,INFLACION_2019,INFLACION_2020
SGP,Singapore,0.469569533719843,0.481031440652036,0.596809139715221,0.596809139715221,0.905542722539938,0.905542722539938,0.11,0.101,0.942,0.938,85,85,3.9,3.8,3.09999990463257,4.09999990463257,Singapore,85,85,0.565260568780358,-0.181916666666656
SLB,Solomon Islands,0.612616818581693,0.612022554839848,1,1,0.382054529136118,0.373174843312394,0.365,0.367,0.566,0.564,42,42,6.2,5.9,0.754999995231628,0.916000008583069,Solomon Islands,42,42,1.63485544012242,2.96354992076069
SLE,Sierra Leone,0.435095804830193,0.518177047404115,0.888593521750256,0.888593521750256,0.395890478882719,0.419372237797727,0.368,0.372,0.48,0.474,33,33,6.3,6,4.64900016784668,5.19500017166138,Sierra Leone,33,33,14.8030585681759,13.4469773031285
SLV,El Salvador,0.462821906173126,0.466775161450499,1,1,0.429075290644529,0.33199306525213,0.376,0.336,0.683,0.672,36,34,4.2,4,4.17000007629395,6.2480001449585,El Salvador,36,34,0.0753241350024327,-0.371590212323993
SRB,Serbia,0.476555535773921,0.476445753548021,1,1,0.390928281734524,0.378662848293153,0.237,0.232,0.811,0.804,38,39,5.5,5.2,10.3900003433228,9.01000022888184,Serbia,38,39,1.8492298451109,1.57553290083409
SSD,South Sudan,0.298358504613048,0.298358504613048,0.041904429567227,0.041904429567227,0.096520133370552,0.113814860794871,0.064,0.07,0.393,0.386,12,12,10,9.9,12.2259998321533,14.0299997329712,South Sudan,12,12,87.2413641500032,29.6758435538571
SVN,Slovenia,0.726460996264125,0.673290670577711,1,1,0.68361831180836,0.624353811479444,0.604,0.545,0.921,0.913,60,60,2.1,1.8,4.44999980926514,4.96999979019165,Slovenia,60,60,1.63052260754338,-0.0548568157606067
SWE,Sweden,0.893941828775974,0.893941828775974,1,1,0.908811944905428,0.908811944905428,0.655,0.655,0.946,0.941,85,85,0.8,0.5,6.82999992370605,8.28999996185303,Sweden,85,85,1.78415097403832,0.497367318853562
TCD,Chad,0.258882216279083,0.267841762154187,0.487284053259537,0.487284053259537,0.114551173103632,0.114551173103632,0.13,0.129,0.403,0.397,21,20,9.6,9.3,1.12300002574921,1.74199998378754,Chad,21,20,-0.971939175419353,4.46414437232863
TGO,Togo,0.283463784340454,0.286332196836912,0.596809139715221,0.596809139715221,0.314264014403485,0.304412445097507,0.227,0.25,0.535,0.535,29,29,8.5,8.5,3.71900010108948,3.9449999332428,Togo,29,29,0.685897590895539,1.82754038520035
THA,Thailand,0.460402519076093,0.443667435068648,0.130362514286548,0.130362514286548,0.354913251576725,0.354913251576725,0.111,0.108,0.804,0.802,36,36,7.8,7.6,0.720000028610229,1.10000002384186,Thailand,36,36,0.70672860131428,-0.845937147357037
TTO,Trinidad and Tobago,0.631601789536841,0.632098315843828,1,1,0.693124765587979,0.693124765587979,0.483,0.481,0.82,0.817,40,40,3.9,3.6,3.42199993133545,4.56799983978271,Trinidad and Tobago,40,40,1.00054293027224,0.598986330824747
TUN,Tunisia,0.71433694873086,0.733213706331241,0.757503043355803,0.757503043355803,0.605305959588936,0.614966065686743,0.49,0.484,0.745,0.736,44,43,6.7,6.2,15.1300001144409,16.5919990539551,Tunisia,44,43,6.72007532863804,5.63415115897623
UGA,Uganda,0.477717295590067,0.494571798191588,0.403613814208192,0.403613814208192,0.286122132795646,0.293744229671673,0.218,0.203,0.525,0.524,27,28,8.6,8.3,1.92499995231628,2.76799988746643,Uganda,27,28,2.86909425020554,3.7944227490438
UKR,Ukraine,0.392292136093297,0.367558531441589,0.757503043355803,0.757503043355803,0.434554553533307,0.419172995934893,0.31,0.341,0.786,0.775,33,30,7.6,7.1,8.1899995803833,9.13199996948242,Ukraine,33,30,7.8867174561113,2.7324920941942
URY,Uruguay,0.746874792513113,0.817555327584653,1,1,0.695568014562028,0.695568014562028,0.727,0.694,0.82,0.82,71,71,0.7,0.4,8.88000011444092,10.3500003814697,Uruguay,71,71,7.88198870879622,9.75640636078191
ZAF,South Africa,0.64933341152209,0.667917844723415,0.792424811829241,0.792424811829241,0.389887642272029,0.455992495296376,0.459,0.431,0.735,0.726,44,44,6.5,6.2,28.4699993133545,29.2199993133545,South Africa,44,44,4.12024587014984,3.21003597454107
ZMB,Zambia,0.48225247197273,0.478791977668081,0.888593521750256,0.888593521750256,0.450081075742464,0.451944782550212,0.237,0.202,0.574,0.569,33,34,8.1,7.8,12.5200004577637,12.8479995727539,Zambia,33,34,9.15031644316299,15.7325851421273
ZWE,Zimbabwe,0.418945564323341,0.401430857979159,0.507906352415893,0.507906352415893,0.2792051339284,0.284438005820262,0.214,0.197,0.6,0.6,24,24,9.4,9.1,4.83300018310547,5.35099983215332,Zimbabwe,24,24,255.304990757856,557.20181736205
